p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,i2,i2,0,0,0,0,0,0,0,0,p,p,p,0,0,0,0,0,0,0,0,q,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,0,i2,0,i2,0,i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,0,0,0,0,0,0,0,0,0,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,m,0,0,0,0,0,0,m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,m,0,i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,i2,i2,0,0,0,0,0,0,0,0,q,q,q,0,0,0,0,0,0,0,0,q,0,m,m,m,0,q,0,0,0,0,0,0,0,0,0,m,m,m,0,0,i2,0,i2,0,i2,0,i2,0,i2,0,0,0,0,0,0,0,m,0,m,0,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,m,m,m,0,0,0,0,0,0,0,i2,0,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,p,p,p,0,0,0,0,m,m,m,0,0,0,0,0,0,0,0,0,0,i2,0,0,0,0,0,0,0,0,0,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,m,0,0,0,0,0,0,m,0,0,0,0,0,c,0,0,0,0,0,0,0,0,0,0,m,m,0,i2,i2,0,0,0,0,0,0,0,0,0,0,0,0,c,c,c,c,c,0,0,0,0,0,0,0,q,q,q,0,0,0,c,0,0,0,0,q,0,m,m,m,0,q,0,0,0,0,0,0,0,c,0,0,0,0,0,c,c,c,c,c,c,c,c,c,c,c,c,c,0,0,0,c,0,c,0,c,0,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,q,0,0,c,0,i1,0,c,c,c,c,c,0,0,0,0,0,0,0,0,q,0,i1,q,0,i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,0,0,q,0,p,p,0,0,0,0,0,m,0,0,0,0,0,0,0,0,p,p,p,p,p,p,0,0,0,m,m,m,0,0,0,0,0,0,0,0,0,0,i2,0,0,0,0,0,0,0,0,0,c,c,c,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,c,c,c,e,e,e,e,c,c,c,0,0,0,0,p,c,0,0,0,0,0,c,c,c,0,0,0,0,i2,i2,0,0,0,0,0,0,0,0,0,0,0,c,p,p,p,p,p,c,c,c,0,0,0,0,i1,p,p,0,c,c,p,0,0,0,0,q,q,c,c,c,q,q,0,0,0,0,0,0,0,p,e,e,e,e,e,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,0,p,e,e,e,p,0,0,0,0,m,0,m,0,0,0,0,0,q,0,0,0,0,0,c,c,0,0,0,0,q,0,c,p,c,c,c,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,m,0,0,0,0,0,c,c,p,p,0,0,0,0,q,q,0,p,p,0,0,0,0,0,0,0,q,q,0,0,0,0,0,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,i2,0,0,0,0,0,0,0,c,c,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,p,p,p,c,c,c,c,p,p,p,0,0,0,0,p,p,0,0,0,0,0,p,p,p,0,0,c,c,0,i2,0,i2,0,0,0,0,0,0,0,0,0,p,p,0,0,0,p,p,p,p,i1,0,0,0,0,p,p,0,p,p,p,0,0,0,0,0,0,p,p,p,0,0,0,0,0,c,c,c,0,p,c,c,c,c,c,p,0,0,0,p,0,0,0,0,0,m,m,p,0,c,0,p,c,c,c,p,0,0,0,c,0,c,0,c,0,0,0,q,q,q,0,0,0,0,p,p,0,0,0,q,q,q,p,p,p,p,p,p,p,0,0,0,0,0,0,c,c,0,0,0,0,0,0,0,0,i2,c,c,0,0,0,0,0,0,0,0,0,0,c,c,p,p,p,p,0,q,0,0,0,0,0,p,p,0,0,0,0,q,0,0,q,q,q,0,0,m,0,p,p,p,p,p,p,c,c,c,c,c,c,c,c,c,c,0,p,0,0,0,0,i2,0,c,c,c,c,c,c,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,c,0,0,p,0,0,0,0,p,p,0,0,0,i2,i2,0,0,0,0,0,m,m,0,0,0,0,0,0,0,p,p,p,0,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,p,p,p,0,p,p,p,p,p,p,p,0,0,0,p,0,0,0,0,0,c,c,p,0,p,0,p,p,p,p,p,0,0,0,p,e,e,e,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,c,p,p,0,0,0,0,q,0,0,0,0,p,p,c,c,c,c,c,0,0,0,c,c,p,p,p,p,p,p,0,q,q,0,0,0,0,p,p,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,0,c,0,0,i2,0,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,p,0,0,0,0,0,0,0,0,0,0,0,0,i2,i2,0,0,0,0,0,m,m,0,0,0,0,m,m,0,0,p,p,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,q,0,0,0,m,m,0,q,0,0,0,c,0,p,p,p,0,0,0,0,0,0,0,0,0,0,0,p,c,c,c,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,p,p,0,0,i2,0,q,q,0,q,q,i2,0,p,p,p,p,p,p,e,e,e,p,p,p,p,p,p,p,p,0,0,0,0,0,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,0,p,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,0,p,0,0,i2,0,0,0,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,0,0,c,c,0,0,0,0,c,0,0,0,0,0,red,p,p,0,0,0,0,0,m,m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,0,i2,0,0,0,0,q,0,0,0,0,0,0,q,0,0,0,p,0,0,0,0,0,0,0,0,0,0,c,c,c,0,0,p,p,p,p,p,0,0,q,q,q,q,q,0,0,0,0,0,0,0,0,0,c,0,m,0,i1,0,m,0,c,c,0,0,p,p,p,0,0,0,q,0,0,0,0,0,0,q,0,0,p,p,p,p,p,c,c,c,p,p,p,p,p,p,p,p,0,0,0,0,q,q,0,m,m,0,q,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i2,0,0,0,0,0,q,q,0,0,c,0,0,0,0,i2,0,0,0,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,blue,green,0,0,0,0,0,0,c,c,c,0,0,c,c,0,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,p,p,0,0,0,0,p,e,e,e,e,c,c,p,p,e,e,e,e,0,m,m,0,0,0,0,c,e,e,e,e,e,e,e,e,e,c,0,0,0,0,0,0,0,0,i1,0,c,0,0,0,0,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,0,p,c,c,c,c,c,c,c,p,p,e,e,p,p,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,q,q,0,0,0,0,0,0,0,0,0,0,m,0,0,0,0,0,i2,0,0,0,0,0,i2,0,0,q,q,0,0,p,0,0,0,0,i2,0,0,0,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p,p,p,p,p,p,p,p,c,c,c,c,c,c,c,c,p,p,p,0,0,p,p,0,0,p,c,c,c,0,0,c,c,c,c,0,0,c,c,c,0,0,c,c,c,c,c,p,p,p,p,0,0,0,0,p,c,c,c,c,p,p,p,p,c,c,c,c,c,c,c,c,c,c,c,p,c,c,c,c,c,c,c,c,c,p,c,c,c,c,c,c,c,c,c,c,p,c,c,c,c,p,p,p,0,0,c,c,c,c,c,c,c,c,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,c,c,c,c,c,p,p,p,p,p,p,p,p,p,p,c,c,p,p,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,0,0,q,q,0,0,q,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,0,0,0,0,0,0,i2,0,0,0,p,p,p,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
